year,Base case cost,Modeled residential energy efficiency
2017,356199.223551,326646.554658
2018,377589.151329,343316.686407
2019,395528.37502,354956.634889
2020,408870.658487,365059.645382
2021,405949.533428,359638.973609
2022,413135.032914,364774.316672
2023,405221.967511,355260.147525
2024,409397.139072,357992.948072
2025,401030.313235,348052.171728
2026,406415.704476,351731.71854
2027,397549.742161,341317.701065
2028,401452.657462,343830.05061
2029,392132.934712,332986.968424
2030,395271.92402,334904.50402
2031,386731.348537,324574.130535
2032,391572.227257,327781.569861
2033,397018.215817,331460.221053
2034,402464.204376,335149.709304
2035,391178.090483,322552.66354
2036,397002.308665,326496.304387
