year,Base case cost,Modeled non-residential energy efficiency
2017,361383.718676,384762.546132
2018,387490.237909,407682.531655
2019,423852.889699,440225.082984
2020,440635.652063,454497.730008
2021,452756.535993,464445.503132
2022,462080.292862,471810.852682
2023,468606.922671,476593.018845
2024,474201.176792,480534.487998
2025,480727.806601,485377.763908
2026,488186.812096,491122.138932
2027,494713.441904,496023.69364
2028,500307.696026,500081.75317
2029,506834.325834,505038.886864
2030,511496.204269,508279.608558
2031,519887.585451,515032.974899
