year,Base case diesel consumed,Modeled non-residential ashp
2017,70245.8744522,49285.5451251
2018,70245.8744522,49285.5451251
2019,70245.8744522,49285.5451251
2020,70245.8744522,49285.5451251
2021,70245.8744522,49285.5451251
2022,70245.8744522,49285.5451251
2023,70245.8744522,49285.5451251
2024,70245.8744522,49285.5451251
2025,70245.8744522,49285.5451251
2026,70245.8744522,49285.5451251
2027,70245.8744522,49285.5451251
2028,70245.8744522,49285.5451251
2029,70245.8744522,49285.5451251
2030,70245.8744522,49285.5451251
2031,70245.8744522,49285.5451251
