year,Base case cost,Modeled water and wastewater efficiency
2017,48181.0753895,41671.5208602
2018,50886.8675921,43284.9847685
2019,54746.0755292,45641.4216675
2020,56543.66974,46676.549977
2021,57878.944077,47417.3724839
2022,58764.3256963,47872.0401628
2023,59465.842387,48211.2945986
2024,59984.3443931,48435.6332524
2025,60582.5084271,48713.6485908
2026,61433.8464913,49156.7410126
2027,61984.1084827,49408.8918566
2028,62514.2062985,49650.5715432
2029,63164.8252624,49972.2208159
2030,63516.7771664,50104.3174277
2031,64279.2511592,50502.7340026
