year,Base case diesel consumed,Modeled residential energy efficiency
2017,202553.412871,145037.428838
2018,202553.412871,145037.428838
2019,203594.033025,146078.048992
2020,203594.033025,146078.048992
2021,203594.033025,146078.048992
2022,203594.033025,146078.048992
2023,203594.033025,146078.048992
2024,202553.412871,145037.428838
2025,202553.412871,145037.428838
2026,202553.412871,145037.428838
2027,201512.792717,143996.808684
2028,200472.172563,142956.18853
2029,200472.172563,142956.18853
2030,199431.552409,141915.568376
2031,198390.932255,140874.948222
