year,Base case cost,Modeled residential energy efficiency
2017,1298435.22851,1404476.70228
2018,1387517.91128,1469871.03863
2019,1522046.21653,1573384.70564
2020,1581716.82622,1615416.60579
2021,1626469.78348,1645550.45369
2022,1656305.08833,1663782.87911
2023,1680173.3322,1677335.70293
2024,1690399.03268,1678530.2279
2025,1711184.99199,1689840.63823
2026,1740879.21958,1708461.55854
2027,1753651.11105,1712010.34974
2028,1766225.49436,1715483.43675
2029,1789755.15282,1729455.5889
2030,1796164.967,1728149.53761
2031,1816998.66321,1738505.00843
