year,Base case cost,Modeled non-residential energy efficiency
2017,1933790.69733,1991453.80435
2018,2063981.73617,2102421.63501
2019,2250588.89184,2265101.47985
2020,2337382.91773,2336801.69901
2021,2402478.43715,2388861.67372
2022,2445875.4501,2421277.24551
2023,2480593.06046,2445934.96023
2024,2506631.26823,2462830.85121
2025,2537009.17729,2483851.65251
2026,2580406.19023,2516920.65322
2027,2610784.0993,2538252.94616
2028,2641162.00836,2559735.5307
2029,2675879.61872,2585328.42069
2030,2697578.12519,2599174.03327
2031,2740975.13814,2632977.29414
