year,Base case diesel consumed,Modeled residential ashp
2017,29764.7441584,-172788.668713
2018,29764.7441584,-172788.668713
2019,29917.6608248,-172635.752047
2020,29917.6608248,-172635.752047
2021,29917.6608248,-172635.752047
2022,29917.6608248,-172635.752047
2023,29917.6608248,-172635.752047
2024,29764.7441584,-172788.668713
2025,29764.7441584,-172788.668713
2026,29764.7441584,-172788.668713
2027,29611.8274921,-172941.585379
2028,29458.9108257,-173094.502046
2029,29458.9108257,-173094.502046
2030,29305.9941594,-173247.418712
2031,29153.0774931,-173400.335378
