year,Base case cost,Modeled residential energy efficiency
2017,1026597.40423,1087934.79463
2018,1077607.24325,1124149.75624
2019,1126733.57108,1155264.12017
2020,1153910.70919,1171198.72941
2021,1172028.80126,1180401.5224
2022,1181303.18399,1181605.44247
2023,1184444.08498,1178258.19657
2024,1174183.95285,1161979.92555
2025,1172547.92202,1153683.51235
2026,1172131.53588,1146332.17955
2027,1174692.0442,1142790.84776
2028,1177158.43481,1139246.38325
2029,1150061.58695,1105857.56385
2030,1124525.9103,1075226.59255
2031,1110139.89888,1054350.14709
2032,1121893.17224,1059325.76785
2033,1132340.52633,1063446.24918
2034,1144093.79968,1068581.59774
2035,1150623.39599,1070050.21231
2036,1142622.23248,1055583.45232
