year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,13411.64,201554.78,540870.36,19319.47,591032.45,485727.05
2018,14999.02,224735.87,584578.75,19464.82,594631.23,493028.49
2019,17087.82,255644.0,631916.04,19618.32,599429.61,494817.53
2020,18128.3,271098.07,657112.7,19690.97,601828.8,496798.01
2021,18824.39,281400.78,673910.47,19742.37,603428.26,498118.33
2022,19384.54,289986.37,684293.51,19764.27,604761.14,497009.67
2023,19703.13,295137.73,688989.03,19759.84,605560.87,495455.06
2024,19947.23,299430.52,684826.49,19735.04,606227.31,489357.46
2025,20307.42,305440.44,686872.7,19720.88,607160.33,485675.22
2026,20727.33,312308.91,690046.54,19714.79,608226.63,482084.99
2027,21044.28,317460.26,694197.69,19713.24,609026.36,480494.35
2028,21363.95,322611.62,698260.56,19715.1,609826.09,478897.87
2029,21625.98,328621.53,683816.05,19614.18,610759.11,466245.53
2030,21739.19,332055.77,669037.31,19524.57,611292.26,455488.6
2031,22105.99,338924.24,662803.5,19479.25,612358.57,447336.4
2032,,,673680.45,,,448212.72
2033,,,683348.85,,,448991.67
2034,,,694225.81,,,449867.99
2035,,,700268.56,,,450354.84
2036,,,698159.54,,,444462.69
