year,Base case cost,Modeled water and wastewater efficiency
2017,32731.1124048,42956.7609096
2018,34463.8404462,43634.688444
2019,36706.1357342,44655.4977647
2020,37819.2717892,44944.8632785
2021,38566.7589538,45004.7784074
2022,39148.8052467,44964.3103744
2023,39462.9666765,44756.9517433
2024,39682.2622956,44495.5283537
2025,40028.3010818,44326.9626895
2026,40442.1194707,44212.4487816
2027,40757.525784,44043.3960233
2028,41079.0510923,43887.4245705
2029,41240.1590555,43625.4619449
2030,41263.7621351,43283.6103506
2031,41585.2459385,43147.9718746
