year,Base case cost,Modeled non-residential energy efficiency
2017,792587.224153,758521.359885
2018,819367.104487,781562.371449
2019,855073.611599,813283.814952
2020,872926.865155,827839.953705
2021,884829.034192,836715.593681
2022,894747.50839,843738.036269
2023,900698.592909,846991.462446
2024,905657.830008,849346.049165
2025,912600.761946,853672.006199
2026,920535.541304,859010.805471
2027,926486.625823,862489.565286
2028,932437.710342,866021.396865
2029,939380.64228,870562.248793
2030,943348.031959,872282.136482
2031,951282.811318,877880.220987
