year,Base case diesel consumed,Modeled wind power
2019,223496.049513,196920.438547
2020,223414.814557,196839.203591
2021,224192.386132,197616.775166
2022,225297.159251,198721.548285
2023,226535.959504,199960.348538
2024,228018.331389,201442.720423
2025,228753.436187,202177.825221
2026,229193.433119,202617.822153
2027,229489.937343,202914.326377
2028,229710.367517,203134.756552
2029,230594.109929,204018.498963
2030,231404.772382,204829.161416
2031,230962.630152,204387.019186
2032,231257.275965,204681.664999
2033,231036.341075,204460.730109
2034,231257.300822,204681.689856
2035,231699.294562,205123.683596
2036,231846.634094,205271.023128
2037,232067.621741,205492.010776
2038,230815.317903,204239.706937
