year,Base case cost,Modeled biomass for heat (cordwood)
2017,247139.682843,264278.119743
2018,265588.160464,280840.851218
2019,291105.833147,303891.90316
2020,303095.64833,314550.123485
2021,311472.264,321903.887888
2022,317733.955828,327326.96796
2023,322064.917352,330987.112031
2024,325592.437473,333918.484094
2025,329895.855582,337567.798909
2026,335112.284971,342061.546231
2027,333070.147995,339377.867839
2028,336614.914457,342346.970218
2029,341366.529335,346425.980343
2030,344289.358908,348838.211551
2031,349532.787322,353380.851196
2032,354769.212137,357923.671424
2033,360088.368172,362548.132767
2034,365709.410061,367454.661984
2035,362126.747779,363345.510456
2036,367621.723998,368138.221841
