year,Base case cost,Modeled water and wastewater efficiency
2017,51710.0421825,38863.4981207
2018,55179.5684706,41076.8978878
2019,59959.0336521,44162.3648734
2020,62216.8339463,45574.2819897
2021,63789.6171776,46531.957137
2022,64969.7895921,47230.9851946
2023,65788.68027,47691.5892709
2024,66442.1912285,48043.0185461
2025,67256.9529697,48504.748185
2026,68252.9371098,49089.7454719
2027,69070.4937099,49556.832693
2028,69738.4916422,49924.7727008
2029,70657.1857315,50463.6315919
2030,71223.5921024,50769.5249696
2031,72239.9459289,51376.499932
