year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,641179.0,349019.0,292160.0
2004,,719495.0,377462.0,342033.0
2005,,692025.0,377598.0,314427.0
2006,,699718.0,380809.0,318909.0
2007,,696133.0,376469.0,319664.0
2008,,660758.0,359294.0,301464.0
2009,,657728.0,323814.0,333914.0
2010,,664756.0,332779.0,331977.0
2011,,669570.0,339502.0,330068.0
2012,,682776.0,375244.0,307532.0
2013,,638790.0,340097.0,298693.0
2014,start of forecast,659269.0,347171.0,312098.0
2015,,659156.0,347058.0,312098.0
2016,,659048.0,346951.0,312098.0
2017,,658903.0,346806.0,312098.0
2018,,658764.0,346666.0,312098.0
2019,,658703.0,346605.0,312098.0
2020,,658575.0,346478.0,312098.0
2021,,658397.0,346299.0,312098.0
2022,,658207.0,346109.0,312098.0
2023,,657974.0,345876.0,312098.0
2024,,657743.0,345645.0,312098.0
2025,,657494.0,345397.0,312098.0
2026,,657241.0,345143.0,312098.0
2027,,656950.0,344853.0,312098.0
2028,,656636.0,344538.0,312098.0
2029,,656575.0,344478.0,312098.0
2030,,656440.0,344342.0,312098.0
2031,,656213.0,344116.0,312098.0
2032,,655782.0,343685.0,312098.0
2033,,655297.0,343199.0,312098.0
2034,,654830.0,342732.0,312098.0
2035,,654422.0,342324.0,312098.0
2036,,654106.0,342008.0,312098.0
2037,,653867.0,341769.0,312098.0
2038,,653612.0,341514.0,312098.0
2039,,653286.0,341188.0,312098.0
2040,,652915.0,340817.0,312098.0
