year,Base case cost,Modeled residential energy efficiency
2017,297225.621374,264932.506428
2018,310696.792365,274438.76357
2019,329184.876625,287778.557452
2020,337958.936164,293724.502434
2021,344051.371427,297621.791183
2022,348639.459532,300393.421899
2023,351824.955601,302107.512445
2024,354322.509902,303288.50858
2025,357493.469525,305026.901629
2026,361403.24848,307366.359362
2027,351748.508381,296309.195053
2028,354199.969941,297494.911952
2029,357661.275324,299494.651108
2030,359797.440682,300502.110695
2031,363632.729111,302822.371538
2032,367332.258291,305023.513743
2033,371202.579631,307395.14764
2034,375355.798448,310011.093866
2035,363982.453655,297486.228706
2036,367977.518946,299972.658989
