year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,18280.7562743,13527.759643
2018,18280.7562743,13527.759643
2019,18280.7562743,13527.759643
2020,18280.7562743,13527.759643
2021,18280.7562743,13527.759643
2022,18280.7562743,13527.759643
2023,18280.7562743,13527.759643
2024,18280.7562743,13527.759643
2025,18280.7562743,13527.759643
2026,18280.7562743,13527.759643
2027,18280.7562743,13527.759643
2028,18280.7562743,13527.759643
2029,18280.7562743,13527.759643
2030,18280.7562743,13527.759643
2031,18280.7562743,13527.759643
