year,Base case cost,Modeled residential energy efficiency
2017,318484.932765,298310.738075
2018,332888.593854,308517.194393
2019,341524.421001,311911.521875
2020,350673.128975,317983.666416
2021,345712.812923,310613.214367
2022,350376.252158,313211.38853
2023,342162.861888,303277.044295
2024,332865.113546,292495.111837
2025,335917.182694,293871.255219
2026,328044.966391,284130.85011
2027,330990.866381,285443.766641
2028,321116.771181,274171.396029
2029,324362.177846,275717.777794
2030,326390.557011,276387.874681
2031,317729.655534,265960.009668
