year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,49233.7790589,36432.9965036
2018,49233.7790589,36432.9965036
2019,49233.7790589,36432.9965036
2020,49233.7790589,36432.9965036
2021,49233.7790589,36432.9965036
2022,49233.7790589,36432.9965036
2023,49233.7790589,36432.9965036
2024,49233.7790589,36432.9965036
2025,49233.7790589,36432.9965036
2026,49233.7790589,36432.9965036
2027,49233.7790589,36432.9965036
2028,49233.7790589,36432.9965036
2029,49233.7790589,36432.9965036
2030,49233.7790589,36432.9965036
2031,49233.7790589,36432.9965036
