year,Base case diesel consumed,Modeled residential ashp
2017,8273.93810386,-25410.7691256
2018,8273.93810386,-25410.7691256
2019,8010.44520016,-25674.2620293
2020,8010.44520016,-25674.2620293
2021,7746.95229647,-25937.754933
2022,7746.95229647,-25937.754933
2023,7483.45939278,-26201.2478367
2024,7219.96648909,-26464.7407404
2025,7219.96648909,-26464.7407404
2026,6956.4735854,-26728.2336441
2027,6956.4735854,-26728.2336441
2028,6692.9806817,-26991.7265478
2029,6692.9806817,-26991.7265478
2030,6692.9806817,-26991.7265478
2031,6429.48777801,-27255.2194515
