year,Base case diesel consumed,Modeled non-residential ashp
2017,6798.87197701,-7971.26175542
2018,6798.87197701,-7971.26175542
2019,6798.87197701,-7971.26175542
2020,6798.87197701,-7971.26175542
2021,6798.87197701,-7971.26175542
2022,6798.87197701,-7971.26175542
2023,6798.87197701,-7971.26175542
2024,6798.87197701,-7971.26175542
2025,6798.87197701,-7971.26175542
2026,6798.87197701,-7971.26175542
2027,6798.87197701,-7971.26175542
2028,6798.87197701,-7971.26175542
2029,6798.87197701,-7971.26175542
2030,6798.87197701,-7971.26175542
2031,6798.87197701,-7971.26175542
