year,Base case diesel consumed,Modeled non-residential ashp
2017,856524.276619,326760.202712
2018,857581.960204,327817.886296
2019,858639.643788,328875.569881
2020,858639.643788,328875.569881
2021,858639.643788,328875.569881
2022,856524.276619,326760.202712
2023,854408.90945,324644.835543
2024,851235.858697,321471.78479
2025,847005.12436,317241.050453
2026,844889.757191,315125.683284
2027,840659.022853,310894.948946
2028,836428.288516,306664.214609
2029,831139.870594,301375.796687
2030,825851.452672,296087.378765
2031,820563.03475,290798.960843
