year,Base case cost,Modeled wind power
2019,7003204.46273,7806003.82491
2020,7493140.5774,8130826.94802
2021,7810158.06337,8341006.61592
2022,8069358.47451,8512794.26682
2023,8270910.46616,8646358.55605
2024,8414632.70212,8741518.14744
2025,8587158.22443,8855768.49626
2026,8817491.94497,9008401.98547
2027,8989988.30132,9122623.16833
2028,9133656.64367,9217728.8661
2029,9334729.93316,9350814.45318
2030,9478158.60741,9445680.48286
2031,9679395.47989,9578929.65293
2032,9909202.94509,9731036.8868
2033,10139203.1592,9883336.86962
2034,10397757.481,10054478.4311
2035,10541074.5637,10149232.8693
2036,10799805.7834,10320551.3287
2037,10942839.4491,10415022.3498
2038,11172476.9909,10566959.6603
