year,Base case diesel consumed,Modeled diesel efficiency
2019,2881977.14516,2619979.22287
2020,2881977.14516,2619979.22287
2021,2881977.14516,2619979.22287
2022,2881913.7409,2619921.58263
2023,2881850.33664,2619863.9424
2024,2881723.52812,2619748.66193
2025,2881596.71961,2619633.38146
2026,2881533.31535,2619575.74123
2027,2881406.50683,2619460.46076
2028,2881279.69832,2619345.18029
2029,2881089.48554,2619172.25958
2030,2880899.27277,2618999.33888
2031,2880772.46425,2618884.05841
2032,2880582.25148,2618711.13771
2033,2880455.44296,2618595.85724
2034,2880265.23019,2618422.93654
2035,2880075.01741,2618250.01583
2036,2879948.2089,2618134.73536
2037,2879694.59187,2617904.17442
2038,2879504.37909,2617731.25372
