year,Base case cost,Modeled residential energy efficiency
2017,4223978.45958,4662098.91777
2018,4530498.58979,4902900.70756
2019,4953902.9018,5235310.39435
2020,5151401.09527,5389838.9037
2021,5279194.04398,5489827.93915
2022,5371416.20523,5559301.4441
2023,5440021.63744,5610213.47696
2024,5478842.48765,5636396.18478
2025,5522322.47026,5664710.39652
2026,5601018.8534,5723185.75184
2027,5643244.85148,5750245.97905
2028,5673485.29158,5767848.27676
2029,5718966.5046,5795636.09043
2030,5741103.5939,5805135.03734
2031,5784812.87227,5831150.91636
2032,5831586.54184,5857703.55811
2033,5891350.17009,5897246.15853
2034,5961177.48874,5944324.82088
2035,5971817.29088,5942326.48063
2036,6032191.86235,5979952.3958
