year,Base case cost,Modeled diesel efficiency
2019,7003204.46273,8113109.87115
2020,7493140.5774,8558506.33904
2021,7810158.06337,8846704.05355
2022,8069358.47451,9082340.79096
2023,8270910.46616,9265569.87427
2024,8414632.70212,9396226.45242
2025,8587158.22443,9553067.83633
2026,8817491.94497,9762462.12773
2027,8989988.30132,9919276.99714
2028,9133656.64367,10049884.5811
2029,9334729.93316,10232678.4806
2030,9478158.60741,10363068.1845
2031,9679395.47989,10546010.7958
2032,9909202.94509,10754926.6733
2033,10139203.1592,10964017.7771
2034,10397757.481,11199067.1605
2035,10541074.5637,11329355.4175
2036,10799805.7834,11564565.6172
2037,10942839.4491,11694596.2224
2038,11172476.9909,11903357.624
