year,Base case cost,Modeled water and wastewater efficiency
2017,114640.562822,295015.200208
2018,122405.52859,300382.101687
2019,133135.623171,307797.717303
2020,138206.704069,311302.350825
2021,141386.383941,313498.094064
2022,143880.196804,315218.409309
2023,145707.431658,316476.99004
2024,146855.958486,317265.258329
2025,148240.389164,318215.698967
2026,150289.526522,319626.81791
2027,151652.776896,320562.576992
2028,152635.98967,321234.509715
2029,154101.242746,322238.132085
2030,154935.288823,322805.041213
2031,156349.89396,323773.327404
