year,Base case diesel consumed,Modeled solar power (pv)
2016,361391.861936,355860.833748
2017,361391.861936,355905.081974
2018,361391.861936,355948.976213
2019,361391.861936,355992.519299
2020,361391.861936,356035.71404
2021,361391.861936,356078.563223
2022,361391.861936,356121.069613
2023,361391.861936,356163.235952
2024,361391.861936,356205.064959
2025,361391.861936,356246.559335
2026,361391.861936,356287.721756
2027,361391.861936,356328.554878
2028,361391.861936,356369.061334
2029,361391.861936,356409.243739
2030,361391.861936,356449.104684
2031,361391.861936,356488.646742
2032,361391.861936,356527.872464
2033,361391.861936,356566.78438
2034,361391.861936,356605.385
2035,361391.861936,356643.676816
