year,Base case cost,Modeled solar power (pv)
2016,552929.548763,602300.677661
2017,675802.781821,723376.105317
2018,773378.584544,819564.411123
2019,903479.654841,947814.900274
2020,968530.189989,1012009.31565
2021,1011897.21342,1054853.57905
2022,1048036.39962,1090584.7039
2023,1069719.91133,1112076.78044
2024,1087789.50443,1130010.84755
2025,1113086.93476,1155073.00478
2026,1141998.28372,1183702.80278
2027,1163681.79544,1205211.54873
2028,1185365.30715,1226724.1232
2029,1210662.73749,1251804.56855
2030,1225118.41196,1266196.06691
2031,1254029.76092,1294849.20622
2032,1286555.02849,1327072.828
2033,1315466.37745,1355736.69717
2034,1347991.64502,1387971.68808
2035,1366061.23812,1405946.70039
