year,Base case cost,Modeled biomass for heat (cordwood)
2017,521255.942881,569803.903241
2018,568657.744169,609849.283896
2019,635028.902881,666365.738548
2020,662316.760052,688448.177246
2021,684291.701339,706502.589681
2022,699991.101339,719145.321645
2023,712537.005202,729077.402369
2024,721947.267777,736316.162501
2025,728160.404947,740168.887313
2026,742183.06881,751431.489414
2027,753090.821385,760020.0009
2028,757437.551131,762277.593916
2029,771376.812418,773516.39896
2030,779118.533706,779417.566825
2031,787826.150876,785462.172809
2032,796323.584484,791314.662146
2033,810051.26221,802415.039074
2034,819794.48453,809337.950983
2035,824807.616851,812178.317723
2036,834181.986596,818765.634942
