year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,57342.0,5842.29,80679.75,71495.61
2018,57342.0,5841.36,80679.75,71495.61
2019,57342.0,5841.61,80679.75,71495.61
2020,57342.0,5840.06,80679.75,70474.58
2021,57342.0,5839.49,80679.75,70474.58
2022,57342.0,5838.65,80679.75,70474.58
2023,57271.9,5835.65,80679.75,70474.58
2024,57271.9,5834.05,80679.75,70474.58
2025,57201.8,5832.07,80679.75,69453.55
2026,57201.8,5829.42,80679.75,69453.55
2027,57131.7,5826.95,80679.75,69453.55
2028,57131.7,5822.78,80679.75,68432.53
2029,57131.7,5822.36,80679.75,68432.53
2030,57061.6,5821.25,80679.75,68432.53
2031,57061.6,5818.69,80679.75,67411.5
2032,56991.5,5812.7,80679.75,66390.47
2033,56921.4,5807.32,80679.75,66390.47
2034,56851.3,5801.5,80679.75,65369.45
2035,56781.2,5795.47,80679.75,64348.42
2036,56711.1,5791.33,80679.75,63327.39
2037,56641.0,5787.05,80679.75,63327.39
2038,56570.9,5781.64,80679.75,62306.37
2039,56500.8,5776.67,80679.75,61285.34
2040,56430.7,5770.95,80679.75,61285.34
