year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,80679.7488423,59703.0141433
2018,80679.7488423,59703.0141433
2019,80679.7488423,59703.0141433
2020,80679.7488423,59703.0141433
2021,80679.7488423,59703.0141433
2022,80679.7488423,59703.0141433
2023,80679.7488423,59703.0141433
2024,80679.7488423,59703.0141433
2025,80679.7488423,59703.0141433
2026,80679.7488423,59703.0141433
2027,80679.7488423,59703.0141433
2028,80679.7488423,59703.0141433
2029,80679.7488423,59703.0141433
2030,80679.7488423,59703.0141433
2031,80679.7488423,59703.0141433
