year,Base case cost,Modeled residential energy efficiency
2017,500436.141674,513761.737258
2018,532231.619762,538285.780431
2019,576745.289084,573388.349811
2020,589987.016667,581261.284532
2021,604623.078504,591660.25373
2022,615077.408388,598644.535821
2023,623440.872296,603940.363698
2024,629713.470226,607546.830146
2025,628427.510683,603449.801595
2026,637706.661048,609590.22819
2027,644923.777999,614067.529876
2028,642188.729594,608808.897583
2029,651338.133429,614922.73493
2030,656421.135559,617730.365447
2031,656317.816278,614656.284592
2032,655955.003937,611353.978483
2033,664844.91471,617334.930462
2034,665066.214359,614495.238577
2035,662122.38248,609065.091716
2036,661810.279726,605749.555742
