year,Base case diesel consumed,Modeled diesel efficiency
2019,57341.9988792,52129.0898902
2020,57341.9988792,52129.0898902
2021,57341.9988792,52129.0898902
2022,57341.9988792,52129.0898902
2023,57271.8986361,52065.3623964
2024,57271.8986361,52065.3623964
2025,57201.7983929,52001.6349027
2026,57201.7983929,52001.6349027
2027,57131.6981498,51937.9074089
2028,57131.6981498,51937.9074089
2029,57131.6981498,51937.9074089
2030,57061.5979067,51874.1799152
2031,57061.5979067,51874.1799152
2032,56991.4976635,51810.4524214
2033,56921.3974204,51746.7249276
2034,56851.2971773,51682.9974339
2035,56781.1969342,51619.2699401
2036,56711.096691,51555.5424464
2037,56640.9964479,51491.8149526
2038,56570.8962048,51428.0874589
