year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,762718
2004,,0,0,0,0,0,788074
2005,,0,0,0,0,0,741425
2006,,0,0,0,0,0,751425
2007,,0,0,0,0,0,723717
2008,,0,0,0,0,0,712616
2009,,0,0,0,0,0,730154
2010,,0,0,0,0,0,807246
2011,,0,0,0,0,0,802705
2012,,0,0,0,0,0,882803
2013,,0,0,0,0,0,860307
2014,start of forecast,0,0,0,0,0,819000
2015,,0,0,0,0,0,819000
2016,,0,0,0,0,0,818000
2017,,0,0,0,0,0,818000
2018,,0,0,0,0,0,818000
2019,,0,0,0,0,0,818000
2020,,0,0,0,0,0,818000
2021,,0,0,0,0,0,818000
2022,,0,0,0,0,0,818000
2023,,0,0,0,0,0,817000
2024,,0,0,0,0,0,817000
2025,,0,0,0,0,0,816000
2026,,0,0,0,0,0,816000
2027,,0,0,0,0,0,815000
2028,,0,0,0,0,0,815000
2029,,0,0,0,0,0,815000
2030,,0,0,0,0,0,814000
2031,,0,0,0,0,0,814000
2032,,0,0,0,0,0,813000
2033,,0,0,0,0,0,812000
2034,,0,0,0,0,0,811000
2035,,0,0,0,0,0,810000
2036,,0,0,0,0,0,809000
2037,,0,0,0,0,0,808000
2038,,0,0,0,0,0,807000
2039,,0,0,0,0,0,806000
2040,,0,0,0,0,0,805000
