year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,14244.66,869119.0,869119.0
2004,,14244.66,927074.0,927074.0
2005,,14244.66,958546.0,958546.0
2006,,14244.66,1004355.0,1004355.0
2007,,14244.66,964123.0,964123.0
2008,,14244.66,927222.0,927222.0
2009,,14244.66,951711.0,951711.0
2010,,14244.66,1009853.0,1009853.0
2011,,14244.66,1031033.0,1031033.0
2012,,14244.66,1055383.0,1055383.0
2013,,14244.66,998431.0,998431.0
2014,start of forecast,14244.66,997000.0,997000.0
2015,,14244.66,999000.0,999000.0
2016,,14244.66,1003000.0,1003000.0
2017,,14244.66,1006000.0,1006000.0
2018,,14244.66,1009000.0,1009000.0
2019,,14244.66,1013000.0,1013000.0
2020,,14244.66,1017000.0,1017000.0
2021,,14244.66,1021000.0,1021000.0
2022,,14244.66,1025000.0,1025000.0
2023,,14244.66,1029000.0,1029000.0
2024,,14244.66,1033000.0,1033000.0
2025,,14244.66,1037000.0,1037000.0
2026,,14244.66,1042000.0,1042000.0
2027,,14244.66,1047000.0,1047000.0
2028,,14244.66,1053000.0,1053000.0
2029,,14244.66,1058000.0,1058000.0
2030,,14244.66,1063000.0,1063000.0
2031,,14244.66,1068000.0,1068000.0
2032,,14244.66,1074000.0,1074000.0
2033,,14244.66,1079000.0,1079000.0
2034,,14244.66,1085000.0,1085000.0
2035,,14244.66,1090000.0,1090000.0
2036,,14244.66,1095000.0,1095000.0
2037,,14244.66,1100000.0,1100000.0
2038,,14244.66,1105000.0,1105000.0
2039,,14244.66,1110000.0,1110000.0
2040,,14244.66,1115000.0,1115000.0
