year,Base case diesel consumed,Modeled non-residential ashp
2017,68017.5488311,50754.7241785
2018,68017.5488311,50754.7241785
2019,68017.5488311,50754.7241785
2020,68017.5488311,50754.7241785
2021,68017.5488311,50754.7241785
2022,68017.5488311,50754.7241785
2023,68017.5488311,50754.7241785
2024,68017.5488311,50754.7241785
2025,68017.5488311,50754.7241785
2026,68017.5488311,50754.7241785
2027,68017.5488311,50754.7241785
2028,68017.5488311,50754.7241785
2029,68017.5488311,50754.7241785
2030,68017.5488311,50754.7241785
2031,68017.5488311,50754.7241785
