year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,73912.69,6631.83,68017.55,32682.79
2018,74133.11,6634.61,68017.55,33225.95
2019,74427.0,6637.47,68017.55,33769.11
2020,74720.88,6640.59,68017.55,34312.27
2021,75014.77,6643.81,68017.55,34312.27
2022,75308.66,6647.15,68017.55,34855.43
2023,75602.55,6650.05,68017.55,35398.59
2024,75896.43,6653.18,68017.55,35941.75
2025,76190.32,6656.58,68017.55,36484.9
2026,76557.68,6660.83,68017.55,37028.06
2027,76925.04,6664.91,68017.55,37571.22
2028,77365.87,6668.98,68017.55,38114.38
2029,77733.23,6673.13,68017.55,38657.54
2030,78100.59,6677.39,68017.55,39200.7
2031,78467.95,6681.44,68017.55,39743.86
2032,78908.78,,,40287.02
2033,79276.14,,,40830.17
2034,79716.97,,,41373.33
2035,80084.33,,,41916.49
2036,80451.69,,,42459.65
