year,Base case diesel consumed,Modeled residential energy efficiency
2017,4935.24956902,3550.11391661
2018,5846.56154975,4461.42589734
2019,5846.56154975,4461.42589734
2020,5846.56154975,4461.42589734
2021,5846.56154975,4461.42589734
2022,5846.56154975,4461.42589734
2023,5846.56154975,4461.42589734
2024,5846.56154975,4461.42589734
2025,5846.56154975,4461.42589734
2026,5846.56154975,4461.42589734
2027,5846.56154975,4461.42589734
2028,5846.56154975,4461.42589734
2029,5846.56154975,4461.42589734
2030,6757.87353048,5372.73787806
2031,6757.87353048,5372.73787806
