year,Base case cost,Modeled non-residential energy efficiency
2017,6269.06934969,7027.60469001
2018,6678.12132791,7392.96189821
2019,7269.97760524,7938.95630441
2020,7547.07733243,8176.53285634
2021,7744.04128281,8336.53179454
2022,7889.18875895,8446.2506008
2023,7982.51976085,8505.67089954
2024,8073.92191041,8564.41161214
2025,8167.25291231,8625.30991624
2026,8298.24073717,8724.32741927
2027,8403.80253801,8798.86606037
2028,8482.97388863,8848.19584087
2029,8601.73091456,8937.02319623
2030,8667.70704008,8974.72123679
2031,8799.65929112,9077.77503287
