year,Base case cost,Modeled transmission and interties
2021,409393371.264,
2022,422384513.433,
2023,432720771.384,
2024,440531732.344,
2025,449516803.529,
2026,461074987.572,
2027,471450202.12,
2028,479244273.018,
2029,488976528.345,
2030,494984670.281,
2031,507482402.538,
2032,519090981.614,
2033,530850428.306,
2034,543865986.38,
2035,552751640.233,
2036,565348233.473,
2037,572684652.042,
2038,585114721.25,
2039,595267988.418,
2040,609356367.753,
