year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,87685.6,104729.21,8350248.69,10791503.31
2018,87685.6,105141.87,8350248.69,10857291.62
2019,87685.6,105452.35,8350248.69,10905536.38
2020,87685.6,105727.89,8350248.69,10949395.25
2021,87685.6,106011.36,8350248.69,10994350.59
2022,87685.6,106199.06,8350248.69,11023955.33
2023,87685.6,106303.49,8350248.69,11040402.41
2024,87685.6,106416.77,8350248.69,11059042.43
2025,87685.6,106462.8,8350248.69,11065621.26
2026,87685.6,106523.23,8350248.69,11075489.51
2027,87685.6,106636.3,8350248.69,11093033.05
2028,87685.6,106724.97,8350248.69,11107287.19
2029,87685.6,106453.46,8350248.69,11064524.79
2030,87685.6,106246.7,8350248.69,11031630.63
2031,87685.6,106119.14,8350248.69,11011894.14
2032,87685.6,,,11025051.8
2033,87685.6,,,11051367.13
2034,87685.6,,,11075489.51
2035,87685.6,,,11073296.56
2036,87685.6,,,11062331.84
