year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,1.64
2001,,,1.22
2004,,,2.22
2005,,,2.65
2008,,,3.76
2009,,,2.55
2010,,,2.97
2011,,,4.28
2012,,,4.3
2013,,,4.38
2014,,,4.16
2016,start of forecast,1.75,2.19
2017,,2.15,2.59
2018,,2.45,2.89
2019,,2.87,3.31
2020,,3.08,3.52
2021,,3.22,3.66
2022,,3.32,3.76
2023,,3.4,3.84
2024,,3.46,3.9
2025,,3.53,3.97
2026,,3.62,4.06
2027,,3.7,4.14
2028,,3.76,4.2
2029,,3.84,4.28
2030,,3.89,4.33
2031,,3.99,4.43
2032,,4.08,4.52
2033,,4.17,4.61
2034,,4.27,4.71
2035,,4.34,4.78
2036,,4.44,4.88
2037,,4.5,4.94
2038,,4.6,5.04
2039,,4.68,5.12
2040,,4.79,5.23
