year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,8350248.68775,6179184.02894
2018,8350248.68775,6179184.02894
2019,8350248.68775,6179184.02894
2020,8350248.68775,6179184.02894
2021,8350248.68775,6179184.02894
2022,8350248.68775,6179184.02894
2023,8350248.68775,6179184.02894
2024,8350248.68775,6179184.02894
2025,8350248.68775,6179184.02894
2026,8350248.68775,6179184.02894
2027,8350248.68775,6179184.02894
2028,8350248.68775,6179184.02894
2029,8350248.68775,6179184.02894
2030,8350248.68775,6179184.02894
2031,8350248.68775,6179184.02894
