year,Base case diesel consumed,Modeled non-residential ashp
2017,15439987.238,12934912.6317
2018,15534114.1274,13029039.5211
2019,15603140.5129,13098065.9066
2020,15665891.7725,13160817.1662
2021,15730211.8136,13225137.2072
2022,15772568.9138,13267494.3074
2023,15796100.6361,13291026.0298
2024,15822769.9214,13317695.3151
2025,15832182.6104,13327108.004
2026,15846301.6438,13341227.0374
2027,15871402.1476,13366327.5413
2028,15891796.3069,13386721.7006
2029,15830613.8289,13325539.2225
2030,15783550.3842,13278475.7779
2031,15755312.3174,13250237.7111
