year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,254244.0,210159.981396
2018,254245.0,210160.981396
2019,254247.0,210162.981396
2020,254248.0,210163.981396
2021,254248.0,210163.981396
2022,254249.0,210164.981396
2023,254947.0,210862.981396
2024,254948.0,210863.981396
2025,254949.0,210864.981396
2026,254949.0,210864.981396
2027,254949.0,210864.981396
2028,254949.0,210864.981396
2029,254951.0,210866.981396
2030,254952.0,210867.981396
2031,255650.0,211565.981396
2032,255650.0,211565.981396
2033,255650.0,211565.981396
2034,255652.0,211567.981396
2035,256355.0,212270.981396
2036,256354.0,212269.981396
