year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,34205.58,746975.8,389919.47,62523.07,448197.19,403672.12
2018,36613.38,799419.45,413889.81,65034.55,466063.21,419763.28
2019,39952.51,872163.88,447138.99,68514.51,490845.09,442083.27
2020,41430.97,904306.76,461830.49,70060.54,501795.23,451945.59
2021,42516.95,927990.99,472655.8,71189.58,509863.75,459212.56
2022,43297.88,944908.3,480388.17,72010.96,515626.98,464403.26
2023,43770.4,955058.69,489401.74,72514.92,519084.92,471513.55
2024,44238.61,965209.07,494083.0,73006.53,522542.86,474654.59
2025,44786.51,977051.19,499544.47,73584.66,526577.12,478319.13
2026,45410.06,990585.03,505786.15,74237.88,531187.7,482507.18
2027,45952.93,1002427.15,511247.62,74801.72,535221.96,486171.72
2028,46418.58,1012577.53,515928.88,75285.93,538679.9,489312.76
2029,46969.58,1024419.65,521390.35,75872.3,542714.16,492977.3
2030,47363.96,1032878.3,525291.4,76293.23,545595.78,495594.83
2031,47989.85,1046412.15,536283.78,76952.48,550206.36,504018.33
2032,48688.78,1061637.73,543368.43,77679.73,555393.27,508769.81
2033,49309.56,1075171.57,549665.9,78324.83,560003.85,512993.35
2034,50023.17,1090397.15,556750.55,79091.89,565190.76,517744.83
2035,50522.66,1100547.53,566447.5,79667.18,568648.69,525289.9
2036,51133.61,1114081.38,572800.76,80285.27,573259.28,529548.94
2037,51617.4,1124231.77,577565.7,80817.6,576717.22,532743.21
2038,52327.26,1139457.34,584713.11,81573.31,581904.12,537534.62
2039,52813.49,1149607.73,594654.12,82111.58,585362.06,545234.97
2040,53577.46,1166525.04,597419.61,82884.97,591125.29,546052.69
