year,Base case cost,Modeled water and wastewater efficiency
2017,96728.6418804,91130.9838432
2018,101647.928974,94063.9255202
2019,108467.013557,98340.6702604
2020,111491.515139,99969.3481598
2021,113706.522732,101041.683078
2022,115308.844406,101696.264631
2023,116285.319608,101923.297199
2024,117245.143004,102149.007329
2025,118371.172709,102501.88762
2026,119647.939774,102970.494511
2027,120754.647334,103329.623964
2028,121704.511188,103588.607055
2029,122841.876903,103989.21682
2030,123657.189201,104173.261167
2031,124942.337597,104695.624216
