year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1152837.0,589102.0,563735.0
2004,,1108102.0,579682.0,528420.0
2005,,1126750.0,569910.0,556840.0
2006,,1158767.0,594569.0,564198.0
2007,,1172624.0,594356.0,578268.0
2008,,1529981.0,633935.0,896046.0
2009,,1512407.0,631903.0,880504.0
2010,,1422219.0,622889.0,799330.0
2011,,1428056.0,623015.0,805041.0
2012,,1394029.0,620962.0,773067.0
2013,,1341456.0,581272.0,760184.0
2014,start of forecast,1398249.0,618818.0,779431.0
2015,,1398810.0,619379.0,779431.0
2016,,1399352.0,619921.0,779431.0
2017,,1398874.0,619443.0,779431.0
2018,,1399322.0,619892.0,779431.0
2019,,1399807.0,620377.0,779431.0
2020,,1400188.0,620757.0,779431.0
2021,,1400242.0,620811.0,779431.0
2022,,1400594.0,621163.0,779431.0
2023,,1401035.0,621604.0,779431.0
2024,,1401213.0,621782.0,779431.0
2025,,1401512.0,622082.0,779431.0
2026,,1401695.0,622264.0,779431.0
2027,,1401695.0,622265.0,779431.0
2028,,1401714.0,622284.0,779431.0
2029,,1402166.0,622735.0,779431.0
2030,,1402527.0,623096.0,779431.0
2031,,1402814.0,623383.0,779431.0
2032,,1402849.0,623419.0,779431.0
2033,,1402854.0,623423.0,779431.0
2034,,1403655.0,624224.0,779431.0
2035,,1405403.0,625973.0,779431.0
2036,,1404875.0,625444.0,779431.0
2037,,1405781.0,626351.0,779431.0
2038,,1406321.0,626890.0,779431.0
2039,,1407316.0,627885.0,779431.0
2040,,1406671.0,627240.0,779431.0
