year,Base case cost,Modeled biomass for heat (cordwood)
2017,1122602.46289,1280954.6017
2018,1201422.82834,1343660.70981
2019,1310758.48925,1431649.41111
2020,1359070.7647,1469250.92653
2021,1394665.4847,1496393.80923
2022,1420095.87015,1515189.15737
2023,1439291.33643,1529565.13385
2024,1454593.86188,1540099.13314
2025,1472445.99734,1552791.67143
2026,1492841.91734,1567635.7568
2027,1510688.34734,1580418.65594
2028,1525985.28734,1591139.25643
2029,1543843.82824,1604025.88244
2030,1556597.4837,1612733.50729
2031,1581311.08997,1632121.73029
2032,1604319.58997,1649406.16295
2033,1624771.58997,1664616.10391
2034,1647792.98088,1681994.79881
2035,1667705.43442,1697626.33786
2036,1688207.24897,1713003.89833
