year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,169173.079052,125188.078498
2018,169173.079052,125188.078498
2019,169173.079052,125188.078498
2020,169173.079052,125188.078498
2021,169173.079052,125188.078498
2022,169173.079052,125188.078498
2023,169173.079052,125188.078498
2024,169173.079052,125188.078498
2025,169173.079052,125188.078498
2026,169173.079052,125188.078498
2027,169173.079052,125188.078498
2028,169173.079052,125188.078498
2029,169173.079052,125188.078498
2030,169173.079052,125188.078498
2031,169173.079052,125188.078498
