year,Base case cost,Modeled non-residential energy efficiency
2017,4156068.86692,4112950.01816
2018,4428087.30247,4359618.66654
2019,4805890.68517,4702214.01151
2020,4979680.24121,4859807.8702
2021,5108133.39133,4976290.28749
2022,5198806.20318,5058513.17028
2023,5259254.74442,5113328.42548
2024,5312147.21799,5161291.77377
2025,5372595.75923,5216107.02897
2026,5448156.43577,5284626.09796
2027,5516161.04465,5346293.26006
2028,5569053.51823,5394256.60835
2029,5637058.12712,5455923.77045
2030,5682394.53304,5497035.21184
2031,5757955.20959,5565554.28084
