year,Base case diesel consumed,Modeled residential energy efficiency
2017,204661.566829,143571.821661
2018,204661.566829,143571.821661
2019,204661.566829,143571.821661
2020,205960.521105,144870.775938
2021,205960.521105,144870.775938
2022,205960.521105,144870.775938
2023,205960.521105,144870.775938
2024,205960.521105,144870.775938
2025,205960.521105,144870.775938
2026,205960.521105,144870.775938
2027,207259.475382,146169.730214
2028,207259.475382,146169.730214
2029,207259.475382,146169.730214
2030,207259.475382,146169.730214
2031,208558.429658,147468.684491
2032,208558.429658,147468.684491
2033,208558.429658,147468.684491
2034,208558.429658,147468.684491
2035,208558.429658,147468.684491
2036,208558.429658,147468.684491
