year,Base case cost,Modeled water and wastewater efficiency
2017,50950.9736492,59017.6925801
2018,54461.547303,61411.3992671
2019,59304.7340908,64713.290631
2020,61592.4704775,66273.4120124
2021,63336.779972,67463.313719
2022,64535.1660236,68280.5350402
2023,65257.5454269,68772.5718686
2024,65914.4960581,69220.2521039
2025,66670.1538567,69735.236045
2026,67742.0512499,70466.708433
2027,68674.1781465,71102.5634039
2028,69500.3743122,71666.8348553
2029,70435.5102153,72304.729597
2030,71054.2335125,72726.7477041
2031,72070.6033428,73419.8826129
