year,Base case cost,Modeled wind power
2019,1738899.14894,2261084.83928
2020,1841549.34139,2351842.14428
2021,1917634.76711,2419137.17494
2022,1970902.39953,2466199.82261
2023,2006414.15448,2497574.92105
2024,2037486.94005,2525028.13219
2025,2072998.695,2556403.23064
2026,2117746.39526,2595980.11028
2027,2158068.63584,2631648.61229
2028,2190261.97451,2660222.37652
2029,2230623.24306,2695929.90651
2030,2257284.07863,2719488.24971
2031,2302107.58322,2759140.93367
2032,2346946.09857,2798808.62839
2033,2395840.80896,2842015.43609
2034,2445148.31519,2885635.03964
2035,2476268.38466,2913135.53467
2036,2525171.35096,2956350.59828
2037,2555859.86113,2983419.53402
2038,2604314.75631,3026186.5265
