year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1392870.58,6459.49,109523.36,27052.14
2018,1392229.48,6458.45,109523.36,27052.14
2019,1391588.37,6457.4,109523.36,27052.14
2020,1390819.04,6456.19,109523.36,25857.26
2021,1389985.6,6454.8,109523.36,25857.26
2022,1389152.16,6453.42,109523.36,25857.26
2023,1388382.83,6452.1,109523.36,25857.26
2024,1387549.39,6450.76,109523.36,24662.38
2025,1386587.73,6449.22,109523.36,24662.38
2026,1385497.85,6447.37,109523.36,24662.38
2027,1384151.52,6445.22,109523.36,24662.38
2028,1382741.08,6442.84,109523.36,23467.5
2029,1381330.65,6440.53,109523.36,23467.5
2030,1379791.99,6437.96,109523.36,22272.62
2031,1378061.0,6435.17,109523.36,22272.62
2032,1376201.78,,,21077.74
2033,1374214.35,,,21077.74
2034,1372226.92,,,19882.86
2035,1370239.48,,,19882.86
2036,1368252.05,,,18687.99
