year,Base case cost,Modeled non-residential energy efficiency
2017,2453381.59708,2022707.1293
2018,2543154.6917,2092965.02614
2019,2664153.21054,2188671.65936
2020,2722700.88094,2233670.83314
2021,2761732.66121,2262865.32373
2022,2792958.08543,2285773.0417
2023,2812473.97556,2299219.48117
2024,2828086.68767,2309549.50636
2025,2847602.57781,2323108.01336
2026,2874924.824,2343066.81692
2027,2894440.71413,2356732.19984
2028,2910053.42624,2367276.03699
2029,2933472.4944,2384216.4572
2030,2949085.20651,2394859.83031
2031,2972504.27467,2411897.4536
