year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20641.0,349976.77,88178.01,32988.86,2103404.82,144273.52
2018,22123.12,375167.15,94400.0,33996.06,2167987.54,148703.27
2019,24121.31,409119.39,102786.17,35355.02,2255033.82,154673.82
2020,25085.21,425547.89,102124.74,36008.34,2297152.99,152928.59
2021,25725.32,436500.23,104710.47,36440.35,2325232.43,154797.93
2022,26236.09,445262.1,106779.05,36784.2,2347695.99,156293.4
2023,26553.32,450738.27,108071.91,36996.27,2361735.71,157228.06
2024,26805.83,455119.2,104064.34,37164.17,2372967.49,153188.65
2025,27121.9,460595.37,105297.46,37374.77,2387007.21,154095.0
2026,27565.44,468262.01,107023.83,37671.27,2406662.82,155363.88
2027,27878.51,473738.17,108256.95,37877.86,2420702.54,156270.22
2028,28125.9,478119.11,103950.66,38038.93,2431934.32,152089.2
2029,28502.25,484690.51,105358.71,38288.14,2448781.98,153142.82
2030,28748.4,489071.44,100885.13,38447.77,2460013.76,148882.49
2031,29122.05,495642.85,102221.49,38693.6,2476861.43,149902.13
2032,,,98212.97,,,146055.31
2033,,,99477.63,,,147040.96
2034,,,95230.13,,,143080.86
2035,,,96224.27,,,143873.91
2036,,,91749.75,,,139806.18
