year,Base case cost,Modeled residential energy efficiency
2017,232451.528794,235993.230479
2018,243103.27972,245857.763153
2019,257459.98749,259249.444265
2020,255053.337555,256251.424844
2021,259508.399164,260235.815256
2022,263072.448451,263380.80521
2023,265299.979255,265263.739904
2024,257252.996878,256900.528143
2025,259392.46046,258706.035598
2026,262387.709474,261326.494882
2027,264527.173055,263142.149416
2028,256039.854563,254358.901406
2029,258501.530194,256483.461345
2030,249767.623477,247463.075315
2031,252123.61844,249491.183302
2032,244268.280647,241289.427658
2033,246518.594943,243220.656166
2034,238310.988258,234675.22654
2035,240098.182948,236174.712561
2036,231555.920816,227302.824233
