year,Base case diesel consumed,Modeled non-residential ashp
2017,109523.363417,76666.3543265
2018,109523.363417,76666.3543265
2019,109523.363417,76666.3543265
2020,109523.363417,76666.3543265
2021,109523.363417,76666.3543265
2022,109523.363417,76666.3543265
2023,109523.363417,76666.3543265
2024,109523.363417,76666.3543265
2025,109523.363417,76666.3543265
2026,109523.363417,76666.3543265
2027,109523.363417,76666.3543265
2028,109523.363417,76666.3543265
2029,109523.363417,76666.3543265
2030,109523.363417,76666.3543265
2031,109523.363417,76666.3543265
