year,Base case diesel consumed,Modeled non-residential ashp
2017,7892.81021701,-9265.47286345
2018,7892.81021701,-9265.47286345
2019,7892.81021701,-9265.47286345
2020,7892.81021701,-9265.47286345
2021,7892.81021701,-9265.47286345
2022,7892.81021701,-9265.47286345
2023,7892.81021701,-9265.47286345
2024,7892.81021701,-9265.47286345
2025,7892.81021701,-9265.47286345
2026,7892.81021701,-9265.47286345
2027,7892.81021701,-9265.47286345
2028,7892.81021701,-9265.47286345
2029,7892.81021701,-9265.47286345
2030,7892.81021701,-9265.47286345
2031,7892.81021701,-9265.47286345
