year,annotation,Average Load
2010,,87.0
2011,,82.0
2012,,86.0
2013,,89.0
2014,start of forecast,85.0
2015,,84.0
2016,,84.0
2017,,83.0
2018,,82.0
2019,,80.0
2020,,79.0
2021,,77.0
2022,,75.0
2023,,74.0
2024,,72.0
2025,,70.0
2026,,68.0
2027,,66.0
2028,,65.0
2029,,62.0
2030,,59.0
2031,,58.0
2032,,56.0
2033,,55.0
2034,,54.0
2035,,53.0
2036,,52.0
2037,,51.0
2038,,50.0
2039,,49.0
2040,,49.0
