year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,52465.19,5072.05,57194.28,44042.51
2018,52465.19,5071.04,57194.28,44042.51
2019,52465.19,5069.4,57194.28,44042.51
2020,52465.19,5067.78,57194.28,44042.51
2021,52465.19,5066.3,57194.28,42803.58
2022,52465.19,5064.63,57194.28,42803.58
2023,52465.19,5063.02,57194.28,42803.58
2024,52465.19,5061.26,57194.28,42803.58
2025,52465.19,5059.49,57194.28,41564.65
2026,52465.19,5057.62,57194.28,41564.65
2027,52465.19,5055.89,57194.28,41564.65
2028,52465.19,5054.2,57194.28,40325.71
2029,52465.19,5051.47,57194.28,40325.71
2030,52465.19,5049.07,57194.28,39086.78
2031,52465.19,5047.16,57194.28,39086.78
